7	A01	2620200
7	A02	3036280
7	A03	2945460
7	A04	2529840
7	A05	2945010
7	A06	2701560
7	A07	2848310
7	A08	2739230
7	A09	3216460
7	A10	2999720
7	A11	2666810
7	A12	2341650
7	A13	3059040
7	A14	2186010
7	A15	2522660
7	A16	3347010
7	A17	2682110
7	A18	3001620
7	A19	2794770
7	A20	2645920
7	A21	2943980
7	A22	1870910
7	A23	2937020
7	A24	3064420
7	B01	2329860
7	B02	2492190
7	B03	2581530
7	B04	2665250
7	B05	2953830
7	B06	2920010
7	B07	2196540
7	B08	2636660
7	B09	2563370
7	B10	2711160
7	B11	1848080
7	B12	2344380
7	B13	2884980
7	B14	2428550
7	B15	2762530
7	B16	2968000
7	B17	3016600
7	B18	3198920
7	B19	2513060
7	B20	2493090
7	B21	3152740
7	B22	1276810
7	B23	2280850
7	B24	3149710
7	C01	2653540
7	C02	2556730
7	C03	3119320
7	C04	2610630
7	C05	2013970
7	C06	1734960
7	C07	1100840
7	C08	2801680
7	C09	2238530
7	C10	2347140
7	C11	2057530
7	C12	2452850
7	C13	3174540
7	C14	4103430
7	C15	2964290
7	C16	3163850
7	C17	2916430
7	C18	2287970
7	C19	1618930
7	C20	2996380
7	C21	3030300
7	C22	1547660
7	C23	2505060
7	C24	2592510
7	D01	2646950
7	D02	2623090
7	D03	2521450
7	D04	2835970
7	D05	2667320
7	D06	2984580
7	D07	2896320
7	D08	2725210
7	D09	2599760
7	D10	2971460
7	D11	2720010
7	D12	2806990
7	D13	2159630
7	D14	1805220
7	D15	2564870
7	D16	1863950
7	D17	3116910
7	D18	3320420
7	D19	2879630
7	D20	2476510
7	D21	1763290
7	D22	3193300
7	D23	2352180
7	D24	2243670
7	E01	3263820
7	E02	2981690
7	E03	724310
7	E04	3016950
7	E05	2979390
7	E06	2677280
7	E07	1574800
7	E08	1941300
7	E09	2474620
7	E10	3057780
7	E11	2245490
7	E12	2241970
7	E13	3129700
7	E14	3160500
7	E15	3291160
7	E16	2617590
7	E17	2372590
7	E18	2346280
7	E19	2246860
7	E20	3280000
7	E21	2913780
7	E22	2240720
7	E23	2903170
7	E24	3007020
7	F01	2732510
7	F02	2980310
7	F03	2293170
7	F04	1246030
7	F05	2005770
7	F06	2969310
7	F07	3277270
7	F08	3069120
7	F09	2068900
7	F10	1636700
7	F11	2631940
7	F12	2433120
7	F13	2384650
7	F14	2874200
7	F15	2806200
7	F16	2321780
7	F17	1668030
7	F18	3098690
7	F19	1650750
7	F20	2846360
7	F21	3039430
7	F22	2905730
7	F23	3002420
7	F24	3105970
7	G01	3071350
7	G02	3456250
7	G03	2942710
7	G04	3589520
7	G05	2596290
7	G06	2868190
7	G07	2989830
7	G08	3328010
7	G09	2597560
7	G10	3049250
7	G11	2833480
7	G12	1794570
7	G13	2862630
7	G14	2410360
7	G15	2619480
7	G16	3056300
7	G17	3447580
7	G18	2052080
7	G19	2063200
7	G20	2810360
7	G21	2926130
7	G22	2895700
7	G23	2894490
7	G24	2955180
7	H01	2955250
7	H02	2823950
7	H03	2306180
7	H04	2070310
7	H05	3457140
7	H06	3364370
7	H07	1982130
7	H08	3143150
7	H09	1798990
7	H10	2528110
7	H11	2651920
7	H12	3127510
7	H13	3253200
7	H14	2597070
7	H15	275450
7	H16	3230280
7	H17	1717250
7	H18	3232530
7	H19	1735080
7	H20	3428390
7	H21	2428880
7	H22	1864130
7	H23	2841500
7	H24	2967770
7	I01	2523170
7	I02	3023650
7	I03	2960790
7	I04	2618600
7	I05	3478380
7	I06	3324490
7	I07	2708070
7	I08	3394200
7	I09	3168630
7	I10	3196330
7	I11	2898540
7	I12	2888030
7	I13	2580630
7	I14	1906860
7	I15	2704700
7	I16	3216220
7	I17	2779100
7	I18	3234100
7	I19	2852470
7	I20	2762900
7	I21	1446420
7	I22	2660420
7	I23	2979450
7	I24	3000610
7	J01	3262540
7	J02	3112550
7	J03	2987960
7	J04	3065430
7	J05	2915940
7	J06	1931180
7	J07	3269920
7	J08	1604950
7	J09	3152270
7	J10	3198770
7	J11	2572890
7	J12	3342990
7	J13	2472410
7	J14	2167640
7	J15	2885370
7	J16	2024950
7	J17	2594770
7	J18	2532030
7	J19	1878410
7	J20	1393150
7	J21	2756470
7	J22	2521220
7	J23	2911060
7	J24	2943860
7	K01	2955840
7	K02	3018100
7	K03	2810150
7	K04	2985140
7	K05	3285640
7	K06	2854010
7	K07	2792780
7	K08	3131180
7	K09	3059720
7	K10	2148470
7	K11	2786180
7	K12	2834770
7	K13	3302980
7	K14	3188530
7	K15	2487350
7	K16	2878000
7	K17	2713050
7	K18	1279590
7	K19	2587830
7	K20	2848370
7	K21	2997910
7	K22	2875140
7	K23	2635720
7	K24	2913240
7	L01	2968800
7	L02	2825040
7	L03	2326260
7	L04	2747380
7	L05	1446480
7	L06	2930190
7	L07	2656030
7	L08	2851870
7	L09	2242970
7	L10	2575050
7	L11	1952860
7	L12	3295640
7	L13	391360
7	L14	2950760
7	L15	1752290
7	L16	2858890
7	L17	3110680
7	L18	2586290
7	L19	1952020
7	L20	3093250
7	L21	650460
7	L22	2388460
7	L23	2671370
7	L24	2973210
7	M01	124790
7	M02	127800
7	M03	2489540
7	M04	2419430
7	M05	2315270
7	M06	2744510
7	M07	2847880
7	M08	2724430
7	M09	3055490
7	M10	2076510
7	M11	2432670
7	M12	1275280
7	M13	3120410
7	M14	2765290
7	M15	2467080
7	M16	2505800
7	M17	3031000
7	M18	3079990
7	M19	2623960
7	M20	1988760
7	M21	2488270
7	M22	2692010
7	M23	136430
7	M24	119550
7	N01	101030
7	N02	124070
7	N03	2651880
7	N04	1510940
7	N05	2406530
7	N06	1632170
7	N07	2304850
7	N08	2299820
7	N09	2974690
7	N10	1903130
7	N11	2668780
7	N12	3171340
7	N13	2501640
7	N14	2515770
7	N15	1644630
7	N16	2187830
7	N17	2674100
7	N18	2915090
7	N19	2007420
7	N20	2709940
7	N21	2556640
7	N22	2769730
7	N23	129740
7	N24	99800
7	O01	100390
7	O02	104290
7	O03	2707720
7	O04	3196690
7	O05	2597130
7	O06	3020350
7	O07	2800630
7	O08	2917030
7	O09	2661820
7	O10	2926730
7	O11	2946860
7	O12	3467430
7	O13	2044320
7	O14	2756000
7	O15	2694970
7	O16	2440410
7	O17	2141070
7	O18	2601010
7	O19	2714440
7	O20	2816630
7	O21	2803410
7	O22	2665120
7	O23	1454110
7	O24	91200
7	P01	67880
7	P02	113580
7	P03	1904830
7	P04	2454490
7	P05	2186910
7	P06	2613860
7	P07	2119500
7	P08	2783830
7	P09	2932000
7	P10	2764470
7	P11	2814370
7	P12	2690060
7	P13	2342190
7	P14	2742430
7	P15	2255940
7	P16	316600
7	P17	2685110
7	P18	2763360
7	P19	2570310
7	P20	1849340
7	P21	2648760
7	P22	2774720
7	P23	130580
7	P24	104590
