6	A01	2185830
6	A02	2460420
6	A03	2751100
6	A04	2661020
6	A05	2439350
6	A06	2574230
6	A07	2659760
6	A08	2943470
6	A09	1445670
6	A10	2793390
6	A11	2572460
6	A12	2817600
6	A13	2725130
6	A14	2458920
6	A15	2368910
6	A16	2915550
6	A17	2696010
6	A18	1753760
6	A19	3058210
6	A20	2866930
6	A21	1932840
6	A22	1892960
6	A23	2344170
6	A24	2126430
6	B01	2098180
6	B02	2283060
6	B03	2539820
6	B04	2610530
6	B05	2533280
6	B06	766860
6	B07	1958470
6	B08	1212260
6	B09	2862340
6	B10	1243260
6	B11	2848910
6	B12	1915490
6	B13	1882120
6	B14	2641650
6	B15	1675370
6	B16	2841540
6	B17	1939120
6	B18	2781470
6	B19	1547920
6	B20	2281900
6	B21	2152640
6	B22	2695110
6	B23	2073350
6	B24	2580960
6	C01	2283140
6	C02	2328590
6	C03	3021150
6	C04	2956210
6	C05	2400790
6	C06	2420890
6	C07	3192450
6	C08	2185270
6	C09	1894630
6	C10	1876520
6	C11	1390880
6	C12	2477570
6	C13	2317540
6	C14	2750730
6	C15	1328040
6	C16	1899180
6	C17	3402720
6	C18	1447900
6	C19	3122040
6	C20	2788330
6	C21	2256630
6	C22	1770370
6	C23	2132840
6	C24	2123750
6	D01	2208720
6	D02	2140540
6	D03	2552030
6	D04	3173380
6	D05	2122260
6	D06	2529920
6	D07	1861480
6	D08	3191520
6	D09	1829910
6	D10	2905440
6	D11	2958520
6	D12	1458560
6	D13	3313720
6	D14	2297770
6	D15	1153980
6	D16	2957390
6	D17	2507670
6	D18	2357130
6	D19	2762020
6	D20	2826090
6	D21	2169970
6	D22	2490080
6	D23	2162140
6	D24	2066160
6	E01	2722150
6	E02	2878990
6	E03	2531660
6	E04	1696120
6	E05	2833440
6	E06	2246710
6	E07	3097580
6	E08	2744960
6	E09	2632580
6	E10	2544810
6	E11	1482360
6	E12	2499810
6	E13	2785330
6	E14	2851420
6	E15	2194210
6	E16	2202240
6	E17	2871710
6	E18	1820290
6	E19	2622210
6	E20	3293700
6	E21	2753410
6	E22	2052480
6	E23	2861130
6	E24	2691580
6	F01	2856000
6	F02	2841870
6	F03	2001380
6	F04	2319300
6	F05	2150610
6	F06	3188660
6	F07	3022880
6	F08	2099160
6	F09	2199560
6	F10	2563230
6	F11	2985980
6	F12	2133450
6	F13	1643730
6	F14	2861310
6	F15	1785620
6	F16	3074380
6	F17	2120300
6	F18	1645710
6	F19	2361660
6	F20	3188040
6	F21	2311320
6	F22	2244910
6	F23	2875490
6	F24	2763990
6	G01	2885740
6	G02	2722440
6	G03	1506400
6	G04	1785130
6	G05	2253480
6	G06	2684220
6	G07	1710830
6	G08	2955560
6	G09	2766750
6	G10	2768640
6	G11	2090300
6	G12	1555700
6	G13	3328400
6	G14	1902770
6	G15	2908940
6	G16	1852960
6	G17	2974920
6	G18	3052030
6	G19	2716680
6	G20	2513200
6	G21	2371340
6	G22	2837630
6	G23	2902060
6	G24	2755420
6	H01	2677010
6	H02	2740730
6	H03	2148020
6	H04	2255260
6	H05	2507200
6	H06	2442930
6	H07	2335430
6	H08	2004570
6	H09	2783790
6	H10	1661520
6	H11	2622600
6	H12	1358950
6	H13	2178770
6	H14	3129240
6	H15	2230230
6	H16	3069620
6	H17	2915380
6	H18	3173960
6	H19	1364160
6	H20	2444590
6	H21	1887930
6	H22	2435890
6	H23	2806700
6	H24	2695190
6	I01	2880250
6	I02	2841520
6	I03	2317730
6	I04	3083560
6	I05	2316970
6	I06	3168410
6	I07	1760740
6	I08	2281120
6	I09	1605010
6	I10	2413160
6	I11	2750880
6	I12	2748540
6	I13	3130580
6	I14	1464100
6	I15	2192200
6	I16	2671140
6	I17	2370440
6	I18	1746030
6	I19	2442910
6	I20	2260210
6	I21	2136990
6	I22	2637590
6	I23	2887300
6	I24	2877780
6	J01	2833770
6	J02	2961780
6	J03	2217470
6	J04	2559700
6	J05	2517590
6	J06	1034050
6	J07	2576500
6	J08	2947300
6	J09	2506640
6	J10	2565040
6	J11	2695850
6	J12	2686220
6	J13	2947070
6	J14	3161950
6	J15	1922270
6	J16	2489440
6	J17	1421830
6	J18	2367680
6	J19	2691560
6	J20	1904440
6	J21	1812640
6	J22	2789100
6	J23	2884140
6	J24	2874540
6	K01	3005660
6	K02	2897250
6	K03	2918220
6	K04	2813030
6	K05	2585780
6	K06	2538470
6	K07	2642250
6	K08	1643190
6	K09	1559890
6	K10	1690000
6	K11	2979510
6	K12	2854110
6	K13	2581290
6	K14	1361600
6	K15	2369360
6	K16	2531700
6	K17	2581760
6	K18	2705920
6	K19	2516670
6	K20	2703390
6	K21	2831810
6	K22	2855860
6	K23	2933790
6	K24	2863930
6	L01	2836710
6	L02	2713440
6	L03	2222580
6	L04	2351930
6	L05	2101710
6	L06	1822660
6	L07	2451870
6	L08	2715350
6	L09	1965420
6	L10	3126850
6	L11	2353390
6	L12	2625290
6	L13	908000
6	L14	2673520
6	L15	1959120
6	L16	2677420
6	L17	2079900
6	L18	2482740
6	L19	2692670
6	L20	3075000
6	L21	2363110
6	L22	1890130
6	L23	2576160
6	L24	2985440
6	M01	102390
6	M02	122890
6	M03	1332780
6	M04	1965240
6	M05	2401490
6	M06	1994080
6	M07	2155540
6	M08	154110
6	M09	2903480
6	M10	2125320
6	M11	857130
6	M12	1877540
6	M13	2040970
6	M14	2815190
6	M15	2578410
6	M16	2603120
6	M17	2780340
6	M18	1060430
6	M19	2390080
6	M20	2328100
6	M21	1861750
6	M22	1856650
6	M23	132140
6	M24	117220
6	N01	91160
6	N02	114000
6	N03	2205860
6	N04	2191390
6	N05	1987370
6	N06	1892720
6	N07	2452650
6	N08	2554860
6	N09	1535620
6	N10	2142240
6	N11	1608610
6	N12	2030500
6	N13	2167230
6	N14	2699340
6	N15	2326530
6	N16	1691580
6	N17	2372080
6	N18	2433300
6	N19	1887320
6	N20	2343850
6	N21	2414840
6	N22	2217510
6	N23	93200
6	N24	89290
6	O01	118430
6	O02	114300
6	O03	2261560
6	O04	2033580
6	O05	2262010
6	O06	2647710
6	O07	2617280
6	O08	2439880
6	O09	2094320
6	O10	2609220
6	O11	2525490
6	O12	2767470
6	O13	2488310
6	O14	2209780
6	O15	2538060
6	O16	1822880
6	O17	2676230
6	O18	1905930
6	O19	2507260
6	O20	1846220
6	O21	842610
6	O22	2653830
6	O23	128240
6	O24	94680
6	P01	73300
6	P02	108950
6	P03	2333730
6	P04	2361040
6	P05	2417240
6	P06	2154780
6	P07	1752720
6	P08	3129980
6	P09	2041970
6	P10	2709180
6	P11	2582410
6	P12	2796810
6	P13	2980230
6	P14	2412920
6	P15	2039750
6	P16	2186400
6	P17	1931470
6	P18	1601360
6	P19	2670710
6	P20	2203920
6	P21	2207450
6	P22	1911740
6	P23	122810
6	P24	100110
